
Q	NTCIR11-Math-4
E	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[?x0]]
R	14129	65	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	6543	13	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	2487	0	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	9101	68	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	2554	0	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	14129	113	[V!P[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	13830	12	[V!P[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	28761	60	[V!f[M!()1x1[=[V!x[+[V!c]],a[N!2]]],w[V!x]],b[V!c]]	1.0
R	27176	5	[V!f[M!()1x1[=[V!x[+[V!c]],a[N!2]]],w[V!x]],b[V!c]]	1.0
R	27176	17	[V!f[M!()1x1[=[V!z[+[V!c[.]]],a[N!2]]],w[V!z]],b[V!c]]	1.0
R	27176	3	[V!f[M!()1x1[=[V!x[+[V!e[V!x],a[N!2[V!π[V!θ[V!i]]]]]],a[N!2]]],w[V!x]],b[V!θ]]	1.0
R	6543	20	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]]]	0.8818897637795274
R	27331	20	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]]]	0.8818897637795274
R	7410	6	[V!f[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]]]	0.8818897637795274
R	1698	13	[V!R[M!()1x1[=[V!z[+[V!c]],a[N!2]]],w[V!z]]]	0.8818897637795274
R	3288	10	[V!f[M!()1x1[=[V!x[+[V!n]]]],w[V!x]],b[V!n]]	0.8818897637795274
R	27176	49	[V!P[M!()1x1[=[V!c[+[V!c]],a[N!2]]],w[V!c]],b[N!2]]	0.8818897637795274
R	4632	11	[V!f[M!()1x1[=[V!z[+[V!d[/[V!c]]]]]],w[V!z]],b[N!1]]	0.8818897637795274
R	4632	14	[V!f[M!()1x1[=[V!z[+[V!a[/[V!c]]]]]],w[V!z]],b[N!4]]	0.8818897637795274
R	24021	40	[V!f[M!()1x2[=[V!z[+[V!w,a[N!3]]],a[N!2]]],w[V!z[&comma;],e[V!w]]]]	0.8818897637795274
R	9637	2	[V!f[M!()1x1[=[V!x[+[V!sin[M!()1x1,w[V!x[+[N!4]]]]]],a[N!2]]],w[V!x]]]	0.8818897637795274
R	9101	28	[V!f[M!()1x1[=[V!z,a[N!2]]],w[V!z]],b[N!0]]	0.7636363636363638
R	1370	10	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]],b[N!0]]	0.7636363636363638
R	28968	10	[V!f[M!()1x1[=[V!x[+[N!1]],a[N!2]]],w[V!x]]]	0.7636363636363638
R	17173	29	[V!f[M!()1x1[=[V!x[+[N!2]],a[N!2]]],w[V!x]]]	0.7636363636363638
R	6136	137	[V!f[M!()1x1[=[V!x[+[V!x]],a[N!2]]],w[V!x]]]	0.7636363636363638
R	21628	62	[V!f[M!()1x1[=[V!z[-[N!1]],a[N!2]]],w[V!z]],b[V!c]]	0.7636363636363638
R	13444	5	[V!f[M!()1x1[=[V!n[+[V!n[+[N!41]]]],a[N!2]]],w[V!n]]]	0.7636363636363638
R	10290	3	[V!f[M!()1x1[=[V!x[+[N!2[V!x[+[N!3]]]]],a[N!2]]],w[V!x]]]	0.7636363636363638
R	26151	9	[V!f[M!()1x1[=[V!z[+[V!a[V!z[+[V!⋯[.]]],a[N!2]],b[N!2]]]]],w[V!z]]]	0.7636363636363638
R	776	40	[V!T[M!()1x1[=[V!z[+[V!c[∫[V!t[V!d[V!t[.]]]],a[N!1],b[N!0]]]]]],w[V!z]]]	0.7636363636363638
R	15656	0	[V!f[M!()1x1[=[V!z[+[V!a[+[V!a[V!z[+[V!⋯]]],b[N!1]]],b[N!0]]],a[-[N!1]]]],w[V!z]]]	0.7636363636363638
R	7627	21	[V!f[M!()1x1[=[V!z[+[V!a[V!z[+[V!a[V!z[+[V!⋯]],a[N!3]],b[N!3]]],a[N!2]],b[N!2]]]]],w[V!z]]]	0.7636363636363638
R	7750	38	[V!f[M!()1x1[=[V!z[+[V!a[V!z[+[V!a[V!z[+[V!⋯]],a[N!3]],b[N!3]]],a[N!2]],b[N!2]]]]],w[V!z]]]	0.7636363636363638
R	617	37	[V!f[M!()1x1[=[V!z[+[V!a[V!z[+[V!a[V!z[+[V!⋯]],a[N!3]],b[N!3]]],a[N!2]],b[N!2]]]]],w[V!z]]]	0.7636363636363638
R	21529	0	[V!f[M!()1x1[=[V!z[+[V!a[V!z[+[V!a[V!z[+[V!⋯]],a[N!3]],b[N!3]]],a[N!2]],b[N!2]]]]],w[V!z]]]	0.7636363636363638
R	27176	43	[V!z[=[V!f[M!()1x1[=[V!c[+[V!c]],a[N!2]]],w[V!z,b[N!1]]],b[V!c]]],b[N!2]]	0.7339449541284404
R	26045	5	[V!f[M!()1x1[=[V!x[+[V!x[V!y[+[V!y[.],a[N!2]]]]]],a[N!2]]],w[V!y]],b[V!x]]	0.7339449541284404
R	5960	68	[V!f[M!()1x1[=[V!x[+[V!x[V!y[+[V!y[.],a[N!2]]]]]],a[N!2]]],w[V!y]],b[V!x]]	0.7339449541284404
R	26045	6	[V!f[M!()1x1[=[V!a[+[V!a[V!y[+[V!y[.],a[N!2]]]]]],a[N!2]]],w[V!y]],b[V!a]]	0.7339449541284404
R	5960	69	[V!f[M!()1x1[=[V!a[+[V!a[V!y[+[V!y[.],a[N!2]]]]]],a[N!2]]],w[V!y]],b[V!a]]	0.7339449541284404
R	27176	44	[V!z[=[V!f[M!()1x1[=[M!()1x1[+[V!c]],a[N!2],w[V!c[+[V!c]],a[N!2]]]],w[V!z,b[N!2]]],b[V!c]]],b[N!3]]	0.7339449541284404
R	13408	19	[V!f[M!()1x1[=[N!1[+[V!w[V!z]]]]],w[V!z]],b[+]]	0.6930693069306931
R	6543	7	[V!f[M!()1x1[=[V!z,a[N!2]]],w[V!z]]]	0.6451612903225806
R	25667	4	[V!f[M!()1x1[=[V!z,a[N!2]]],w[V!z]]]	0.6451612903225806
R	9376	54	[V!f[M!()1x1[=[V!z,a[N!2]]],w[V!z]]]	0.6451612903225806
R	2554	35	[V!f[M!()1x1[=[V!z]],w[V!z]],b[V!c]]	0.6451612903225806
R	15914	13	[V!f[M!()1x1[=[V!z]],w[V!z]],b[N!0]]	0.6451612903225806
R	21194	13	[V!f[M!()1x1[=[V!q,a[N!2]]],w[V!q]]]	0.6451612903225806
R	19181	8	[V!f[M!()1x1[=[V!s,a[N!2]]],w[V!s]]]	0.6451612903225806
R	11171	48	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	19563	151	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	11088	1	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	12929	28	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	24706	2	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	13088	7	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	28553	2	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	21891	2	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	23123	2	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	19815	1	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	21113	1	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	25627	66	[V!f[M!()1x1[=[V!x,a[N!2]]],w[V!x]]]	0.6451612903225806
R	15983	8	[V!f[M!()1x1[=[V!p,a[N!2]]],w[V!p]]]	0.6451612903225806
R	29544	2	[V!f[M!()1x1[=[V!t,a[N!2,a[V!i]]]],w[V!t]]]	0.6451612903225806
R	19823	14	[∇[M!()1x1[=[V!z[+[N!1.]],a[N!2]]],w[V!z]]]	0.6451612903225806
R	6543	9	[V!f[M!()1x1[=[V!z[-[N!2]],a[N!2]]],w[V!z]]]	0.6451612903225806
R	12042	49	[V!u[M!()1x1[=[V!z[+[V!z,a[N!2]]]]],w[V!z]]]	0.6451612903225806
R	12042	50	[V!v[M!()1x1[=[V!z[+[V!z,a[N!2]]]]],w[V!z]]]	0.6451612903225806
R	15928	54	[V!p[M!()1x1[=[V!z[-[N!1]],a[N!2]]],w[V!z]]]	0.6451612903225806
R	6136	199	[V!f[M!()1x1[=[V!x[-[N!2]],a[N!2]]],w[V!x]]]	0.6451612903225806
R	11171	100	[V!f[M!()1x1[=[V!x[-[N!2]],a[N!2]]],w[V!x]]]	0.6451612903225806
R	10203	32	[V!f[M!()1x1[=[V!z[*[V!z[+[V!c]]]]]],w[V!z]],b[V!c]]	0.6451612903225806
R	2554	12	[V!z[:[V!f[M!()1x1[=[V!z]],w[V!z]],a[M!()1x1,w[V!p]],b[V!c]]]]	0.6451612903225806
R	11091	31	[V!f[M!()1x1[=[V!z[-[N!9[/[N!10]]]],a[N!8]]],w[V!z]]]	0.6451612903225806
R	3404	2	[V!f[M!()1x1[=[V!z[+[N!2[V!π[V!sin[M!()1x1,w[V!z]]]]]]]],w[V!z]]]	0.6451612903225806
R	1740	8	[V!f[M!()1x1[=[V!z[+[N!1[+[V!exp[M!()1x1,w[-[V!z]]]]]]]]],w[V!z]]]	0.6451612903225806
R	6630	1	[∇[M!()1x1[=[V!z[+[N!3[V!z[+[N!1]],a[N!2]]]],a[N!4]]],w[V!z]]]	0.6451612903225806
R	20897	1	[∇[M!()1x1[=[V!z[+[V!z[+[N!1[&comma;]]],a[N!2]]],a[N!4]]],w[V!z]]]	0.6451612903225806
R	6636	0	[V!f[M!()1x1[=[V!z[+[∑[V!a[V!z,a[V!n]],b[V!n]],b[V!n[≥[N!2]]]]]]],w[V!z]]]	0.6451612903225806
R	6636	4	[V!f[M!()1x1[=[V!z[+[V!z[=[M!()1x1[-[N!1[/[N!4]]]],a[N!2],w[V!z[+[N!1[/[N!2]]]]]]],a[N!2]]]]],w[V!z]]]	0.6451612903225806
R	25558	0	[V!f[M!()1x1[=[F![+[V!c]],a[V!a],b[M!()1x1,a[N!2],w[V!x[+[V!b]]]]]],w[V!x]]]	0.5714285714285715
R	28126	34	[V!f[M!()1x1[=[V!z[⇒[V!d[V!z[+[V!c[V!z[=[V!a[+[V!b[V!z]]]]]]]],a[N!2]]]]]],w[V!z]]]	0.5714285714285715
R	2078	24	[V!f[M!()1x1[=[V!z]],w[V!z]]]	0.5263157894736842
R	17805	6	[V!g[M!()1x1[=[V!z]],w[V!z]]]	0.5263157894736842
R	28538	62	[V!Z[M!()1x1[=[V!z]],w[V!z]]]	0.5263157894736842
R	29091	40	[V!U[M!()1x1[=[V!z]],w[V!z]]]	0.5263157894736842
R	2804	0	[V!f[M!()1x1[=[V!z,a[¯]]],w[V!z]]]	0.5263157894736842
R	13408	13	[V!f[M!()1x1[=[V!λ[V!z]]],w[V!z]],b[N!1]]	0.5263157894736842
R	10203	12	[V!f[M!()1x1[=[V!z,b[N!0]]],w[V!z,b[N!0]]],a[V!p]]	0.5263157894736842
R	4054	7	[V!f[M!()1x2[=[V!z,a[N!2]]],w[V!x[&comma;],e[V!y]]]]	0.5263157894736842
R	4632	12	[V!f[M!()1x1[=[N!1[/[V!z]]]],w[V!z]],b[N!2]]	0.5263157894736842
R	9101	4	[V!f[M!()1x1[=[V!z,b[V!j[+[N!1]]]]],w[V!z,b[V!j]]]]	0.5263157894736842
R	4017	2	[V!f[M!()1x1[=[V!z[V!g[M!()1x1,w[V!z]]],a[V!m]]],w[V!z]]]	0.5263157894736842
R	27176	28	[V!f[M!()1x1[=[N!0.]],w[V!z,b[V!c[V!r]]]],a[′],b[V!c]]	0.5263157894736842
R	14129	0	[V!z[=[V!z[+[V!c]],a[N!2],b[V!n]]],b[V!n[+[N!1]]]]	0.5263157894736842
R	1963	9	[V!U[V!f[M!()1x1[=[V!z[V!f[M!()1x1[.],w[V!z]]]]],w[V!z]]]]	0.5263157894736842
R	2685	8	[V!f[M!()1x1[=[V!z[M!()1x1,w[V!M[V!z[+[V!q]]]]],a[V!T]]],w[V!z]]]	0.5263157894736842
R	12963	6	[V!f[M!()1x1[=[R!,w[V!z[-[N!4[V!t]]],a[N!2]]]],w[V!z]],b[V!t]]	0.5263157894736842
R	6781	4	[V!f[M!()1x1[=[V!q,a[N!2]]],w[V!𝐚𝐚]]]	0.44776119402985076
R	6781	2	[V!f[M!()1x1[=[V!p,a[N!2]]],w[V!𝐀𝐀]]]	0.44776119402985076
R	9535	42	[V!g[M!()1x1[V!d[V!z,a[N!2]]],w[V!z]]]	0.44776119402985076
R	17805	5	[V!f[M!()1x1[-[V!z]],w[V!z]],b[V!k]]	0.44776119402985076
R	6543	11	[V!z[+[V!c]],a[N!2]]	0.4067796610169491
R	5926	19	[V!z[+[V!c]],a[N!2]]	0.4067796610169491
R	15914	9	[V!f[M!()1x1,w[V!z]],b[V!t]]	0.4067796610169491
R	4103	15	[V!f[M!()1x1,w[V!z]],b[±]]	0.4067796610169491
R	9535	10	[V!f[M!()1x1,w[V!z]],b[N!1]]	0.4067796610169491
R	4688	0	[V!f[M!()1x1,w[V!z]],b[V!n]]	0.4067796610169491
R	13946	11	[V!f[M!()1x1,w[V!z]],b[V!k]]	0.4067796610169491
R	9535	11	[V!f[M!()1x1,w[V!z]],b[N!2]]	0.4067796610169491
R	7835	0	[V!f[M!()1x1[=[V!z]],w[V!w]]]	0.4067796610169491
R	6136	191	[V!f[M!()1x1[=[N!0]],w[V!z]]]	0.4067796610169491
R	18726	21	[V!f[M!()1x1[=[N!0]],w[V!z]]]	0.4067796610169491
R	16938	43	[V!f[M!()1x1[=[V!w]],w[V!z]]]	0.4067796610169491
R	27176	40	[V!f[M!()1x1[.],w[V!z]],b[V!c]]	0.4067796610169491
